Term,Category,Reasoning,Original_Label,NLD
basement,Geological Object,"The NLD describes 'basement' as a 'lithological unit' comprising 'crystalline igneous and metamorphic rocks,' which fits the definition of a 'Geological Object' as a rigid entity with identity and unity, similar to a 'metamorphic geobody'.",UNIDADE_LITO,"Basement is a lithological unit that comprises the crystalline igneous and metamorphic rocks forming the crust beneath a sedimentary cover, often serving as the structural or economic base for hydrocarbon exploration."
bacias de campos,Sedimentary Geological Object,"The term describes a 'sedimentary basin' characterized by 'sedimentary infill,' which directly aligns with the definition of a Sedimentary Geological Object.",BACIA,"The Campos Basin is a sedimentary basin that is located offshore southeastern Brazil, characterized by a thick Mesozoic to Cenozoic sedimentary infill developed during the Gondwana breakup and subsequent passive margin evolution."
halite,Sedimentary Rock,"The NLD explicitly defines halite as a 'chemical sedimentary rock', which directly matches the definition of Sedimentary Rock in GeoReservoir.",ROCHA,"Halite is a chemical sedimentary rock that is predominantly composed of the mineral sodium chloride (NaCl), forming through the precipitation of salts from evaporating saline waters in arid environments."
Eocene,Geological Time Interval,"The NLD describes Eocene as a geological epoch spanning a specific time range, which directly corresponds to the definition of a Geological Time Interval as a temporal region.",UNIDADE_CRONO,"The Eocene is a geological epoch that represents the second epoch of the Paleogene Period within the Cenozoic Era, spanning from approximately 56 to 33.9 million years ago, and is characterized by a warm global climate and the significant diversification of modern mammalian orders."
Eoaptian,Geological Time Interval,"The NLD describes Eoaptian as a chronostratigraphic unit and a subdivision of a geological stage, which aligns with the definition of a Geological Time Interval as a temporal region within Global Geological Time.",UNIDADE_CRONO,Eoaptian is a chronostratigraphic unit that constitutes the earliest subdivision of the Aptian Stage of the Early Cretaceous Epoch.
Grupo Guaratiba,Geological Object,"The NLD describes a 'lithostratigraphic unit of Group rank' comprising various rock types, which aligns with the definition of a rigid, unified entity generated by geological processes.",UNIDADE_LITO,"Grupo Guaratiba is a lithostratigraphic unit of Group rank that comprises the Pre-Salt succession in the Santos Basin, characterized by lacustrine carbonates, siliciclastics, and volcanic rocks deposited during the rift and sag phases of the South Atlantic opening."
Neocomian,Geological Time Interval,"The NLD describes Neocomian as a chronostratigraphic unit representing a specific epoch and spanning a defined time range, which directly matches the definition of a Geological Time Interval.",UNIDADE_CRONO,"Neocomian is a chronostratigraphic unit that represents the earliest part of the Early Cretaceous epoch. It encompasses the Berriasian, Valanginian, and Hauterivian stages, spanning from approximately 145 to 133 million years ago."
Neo-Barremian-Eo-Aptian,Geological Time Interval,The NLD explicitly defines the term as a 'chronostratigraphic unit that spans... It represents a critical geological time interval'.,UNIDADE_CRONO,"Neo-Barremian-Eo-Aptian is a chronostratigraphic unit that spans the late Barremian to early Aptian stages of the Early Cretaceous. It represents a critical geological time interval during which the sag-phase lacustrine carbonate reservoirs of the Brazilian Pre-Salt were extensively deposited, characterized by widespread anoxic conditions and the development of microbialite and coquina facies."
intra-Alagoas,Geological Time Interval,"The NLD defines 'intra-Alagoas' as a 'chronostratigraphic interval' representing a 'specific period of deposition and geological events,' which directly matches the definition of a Geological Time Interval.",UNIDADE_CRONO,"Intra-Alagoas is a chronostratigraphic interval that occurs within the Alagoas Stage, representing a specific period of deposition and geological events during the Aptian in the Brazilian marginal basins, particularly relevant for Pre-Salt carbonate reservoir development."
carbonate,Sedimentary Rock,The NLD explicitly defines 'carbonate rock' as a 'sedimentary rock' primarily composed of carbonate minerals.,ROCHA,"A carbonate rock is a sedimentary rock that is primarily composed of carbonate minerals, such as calcite or dolomite, and commonly forms through biogenic or chemical processes in marine or lacustrine settings."
gypsum,Sedimentary Rock,"The NLD defines gypsum as an 'evaporite rock', which is a specific type of sedimentary rock.",ROCHA,"Gypsum is an evaporite rock that is primarily composed of the mineral gypsum (hydrous calcium sulfate, CaSO₄·2H₂O), typically forming in restricted marine or lacustrine environments through the evaporation of water."
marine,site,"The NLD describes a 'marine paleoenvironment' as a setting or location characterized by specific conditions (seawater, sediment deposition), which aligns with the definition of a BFO site as an immaterial entity whose location is determined in relation to material entities and processes.",PALEOAMBIENTE,"A marine paleoenvironment is a paleoenvironment that is characterized by the presence of seawater and the deposition of sediments under its influence, typically supporting marine flora and fauna."
tethyan,Geological Object,"The NLD describes a 'body of rock' that is a 'chronostratigraphic unit,' which fits the definition of a 'Geological Object' as a rigid entity with identity and unity criteria.",UNIDADE_CRONO,"A Tethyan chronostratigraphic unit is a body of rock that was deposited during the Mesozoic Era, characterized by fossil assemblages and lithofacies indicative of the Tethys Ocean paleobiogeographic realm."
Cenomanian,Geological Time Interval,"The NLD describes Cenomanian as a chronostratigraphic unit representing a stage of an epoch spanning a specific time range, which directly matches the definition of a Geological Time Interval.",UNIDADE_CRONO,"Cenomanian is a chronostratigraphic unit that represents the earliest stage of the Late Cretaceous Epoch, spanning from approximately 100.5 to 93.9 million years ago."
halite,Sedimentary Rock,"The NLD explicitly defines halite as a 'chemical sedimentary rock', which directly matches the definition of Sedimentary Rock in GeoReservoir.",ROCHA,"Halite is a chemical sedimentary rock that is predominantly composed of the mineral sodium chloride (NaCl), forming through the precipitation of salts from evaporating saline waters in arid environments."
Itapema Formation,Depositional Unit,"The NLD describes a lithostratigraphic unit that is a mappable body of sedimentary rock, which aligns with the definition of a Depositional Unit.",UNIDADE_LITO,"The Itapema Formation is a lithostratigraphic unit that constitutes the basal lacustrine carbonate succession of the Brazilian Pre-Salt sequence in the Santos and Campos Basins. It is characterized by microbialites, including stromatolites and thrombolites, deposited in shallow, often hypersaline, lacustrine environments. This formation represents a significant reservoir interval within the Pre-Salt play."
